繁體	簡體	南寧白話	又音	廣州話
莽	莽	mong5	(常)maang5	mong5
莿	莿	ci3	(老派)cy3	ci3
菀	菀	wat1「茂盛」,jyun2「紫菀」		wat1,jyun2
菁	菁	zing1		zing1
菂	菂	dik1		dik1
菄	菄	dung1		dung1
菅	菅	gaan1		gaan1
菇	菇	gu1		gu1
菉	菉	luk6		luk6
菊	菊	guk1		guk1
菌	菌	kwan5		kwan2
菑	菑	zi1	(老派)zy1	zi1
菔	菔	fuk6	(又)baak6	fuk6,baak6
菖	菖	coeng1		coeng1
菘	菘	slung1		sung1
菜	菜	coi3		coi3
菝	菝	baat6		bat6
菠	菠	bo1		bo1
菢	菢	bu6「孵」		bou6
菥	菥	slik1		sik1
菩	菩	(習)po4	(書)pu4	pou4
菪	菪	dong6		dong6
華	华	waa4		1)waa4:中華 2)waa6:華山，姓華；(古)同花
菰	菰	gu1		gu1
菱	菱	ling4		ling4
菲	菲	fi1「芳菲」,fi2「菲薄」		1)fei1:芳菲 2)fei2:菲薄
菴	庵	am1		am1
菶	菶	bung2		bung2
菸	烟	jin1		jin1
菹	菹	zyu1		zeoi1
菽	菽	suk6		suk6
菾	菾	tim4		tim4
萁	萁	gi1「草名」,ki4「豆萁」		gei1,kei4
萃	萃	cui3		seoi6
萄	萄	tu4		tou4
萆	萆	bi1		bei1
萇	苌	coeng4		coeng4
萊	莱	loi4		loi4
萋	萋	cai1		cai1
萌	萌	mang4		mang4
萍	萍	ping4		ping4
萎	萎	wai2		1)wai1:哲人其萎 2)wai2:枯萎
萏	萏	daam6		daam6
萑	萑	wun4		wun4
萣	萣	ding6		ding6
萩	萩	cau1		cau1
萬	万	maan6		maan6
萱	萱	hyun1		hyun1
萵	莴	wo1		wo1
萸	萸	jyu4		jyu4
萼	萼	ngok6		ngok6
落	落	lok6		lok6
葆	葆	bu2		bou2
葉	叶	jip6		jip6
葎	葎	lat6	(老派)lyut6	leot6
葖	葖	dat6		dat6
著	著	zyu3「著作」,zoek3「著衫」,zoek6「睡著」		1)zyu3:著述 2)zoek3:衣著 3)zoek6:看著，著涼；另參考4145【着】字
葙	葙	sloeng1		soeng1
葚	葚	sam6		sam6
葛	葛	got3		got3
葡	葡	pu4		pou4
董	董	dung2		dung2
葦	苇	(書)wai5	(習)wai4	wai5
葩	葩	paa1	(舊)baa1	baa1
葫	葫	wu4		wu4
葬	葬	zong3		zong3
葭	葭	gaa1		gaa1
葯	药	joek3「白芷」,joek6「同藥字」		joek3,joek6
葱	葱	cung1		cung1
葳	葳	wai1		wai1
葴	葴	zam1		zam1
葵	葵	kwai4		kwai4
葶	葶	ting4		ting4
葷	荤	(白)wan1	(文)fan1	fan1
葸	葸	slai2		saai2
葹	葹	si1		si1
葺	葺	cap1		cap1
葾	葾	jyun1「食物不鮮」		jyun1
蒀	蒀	wan1		wan1
蒂	蒂	dai3		dai3
蒈	蒈	kaai2		kaai2
蒍	𫇭	wai2		wai2
蒎	蒎	paai3		paai3
蒐	搜	slau1「蒐集」		sau2；(又)sau1
蒓	莼	san4	(老派)slyun4,(又)syun4,(又)slan4	seon4
蒔	莳	si4「蒔蘿」,si6「蒔秧」		si4,si6
蒕	蒀	wan1		wan1
蒙	蒙	mung4		mung4
蒜	蒜	slyun3		syun3
蒞	莅	li6		lei6
蒟	蒟	gyu2		geoi2
蒨	蒨	sin6		sin6
蒫	蒫	co4		co4
蒯	蒯	kwaai2	(又)gwaai2	gwaai2
蒱	蒱	pu4		pou4
蒲	蒲	pu4		pou4
蒴	蒴	slok3	(又)sok3	sok3
蒸	蒸	zing1		zing1
蒹	蒹	gim1		gim1
蒺	蒺	zat6		zat6
蒻	蒻	joek6		joek6
蒼	苍	cong1		cong1
蒿	蒿	hu1		hou1
蓀	荪	slyun1		syun1
蓁	蓁	zan1		zeon1
蓄	蓄	cuk1		cuk1
蓆	席	zek6「草蓆」	(又)zik6	zek6；(又)zik6
蓇	蓇	gwat1		gwat1
蓉	蓉	jung4		jung4
蓊	蓊	jung2		jung2
蓋	盖	goi3		1)goi3:瓶蓋 2)koi3:蓋世英雄；gap6:姓蓋
蓍	蓍	si1		si1
蓐	蓐	juk6		juk6
蓑	蓑	slo1		so1
蓓	蓓	pui5	(又)pui4	pui4；(又)pui5
蓖	蓖	bi1		bei1
蓛	蓛	caak3		caak3
蓬	蓬	pung4		pung4或fung4
蓮	莲	lin4		lin4
蓰	蓰	slai2		saai2
蓱	蓱	ping4		ping4
蓴	莼	san4	(老派)slyun4,(又)syun4,(又)slan4	seon4
蓺	蓺	ngai6		ngai6
蓽	荜	bat1		bat1
蓿	蓿	sluk1		suk1
蔀	蔀	bu6		bou6
蔃	蔃	goeng2「根，莖」	(又)koeng2	koeng2,goeng2
蔆	蔆	ling4		ling4
蔈	蔈	biu1		biu1
蔑	蔑	mit6		mit6
蔓	蔓	maan6		maan6
蔔	卜	baak6		baak6
蔗	蔗	ze3		ze3
蔘	参	sam1		saam1,saam2,sam1
蔚	蔚	wai3「蔚然」，wat1「蔚縣，地名」		wai3；wat1蔚縣
蔡	蔡	coi3		coi3
蔣	蒋	zoeng2		zoeng2
蔥	葱	cung1		cung1
蔦	茑	niu5		niu5
蔫	蔫	(習)nin1	(書)jin1	jin1
蔬	蔬	so1		so1
蔭	荫	jam3		jam3
蔸	蔸	(量)dau1「棵、叢、條」		dau1
蔻	蔻	kau3		kau3
蔽	蔽	(書)bai3	(習)bi6	bai3
蔾	蔾	lai4		lai4
蔿	𫇭	wai2		wai2
蕁	荨	cam4		cam4
蕃	蕃	faan4「蕃衍」		faan4；同番，番茄
